id_usuario,id_estabelecimento,visualizacoes_perfil,saves_favoritos,compartilhamentos
5287,24,4.0,0.0,0.0
225,132,3.0,0.0,
5558,21,7.0,0.0,0.0
1013,184,4.0,1.0,0.0
1719,67,5.0,0.0,1.0
5057,56,8.0,1.0,0.0
5291,207,6.0,2.0,0.0
3186,269,7.0,1.0,0.0
1527,167,6.0,1.0,0.0
5626,40,6.0,1.0,0.0
3890,76,9.0,2.0,2.0
1751,10,4.0,0.0,0.0
2126,78,7.0,2.0,0.0
713,242,6.0,0.0,1.0
4534,43,3.0,0.0,1.0
4907,224,8.0,2.0,0.0
1784,169,4.0,0.0,0.0
894,56,4.0,0.0,0.0
431,244,6.0,1.0,1.0
537,76,3.0,0.0,0.0
5916,175,3.0,0.0,0.0
2201,40,8.0,1.0,0.0
2463,184,7.0,0.0,0.0
3915,262,,1.0,0.0
3874,76,7.0,0.0,1.0
2486,244,7.0,3.0,0.0
1272,72,8.0,2.0,1.0
108,210,5.0,0.0,2.0
1325,296,7.0,0.0,1.0
2964,80,5.0,1.0,1.0
5321,79,8.0,2.0,1.0
2504,264,10.0,4.0,0.0
3377,79,10.0,1.0,0.0
1528,62,2.0,0.0,0.0
4777,68,4.0,0.0,0.0
2300,95,4.0,0.0,1.0
3521,127,4.0,0.0,0.0
1916,294,3.0,1.0,0.0
4537,185,8.0,0.0,0.0
65,153,6.0,0.0,1.0
5175,188,5.0,1.0,0.0
2594,193,9.0,2.0,
3023,297,8.0,1.0,0.0
2365,44,3.0,1.0,0.0
3215,50,5.0,1.0,0.0
824,172,6.0,2.0,0.0
5735,21,5.0,1.0,1.0
4100,61,12.0,3.0,1.0
5846,7,6.0,2.0,0.0
1978,284,5.0,,0.0
3865,157,6.0,,0.0
2005,50,7.0,1.0,0.0
3814,139,7.0,0.0,0.0
666,131,8.0,1.0,0.0
4398,266,8.0,2.0,0.0
4724,237,3.0,0.0,0.0
1421,86,4.0,0.0,0.0
1002,23,5.0,0.0,0.0
4253,45,6.0,0.0,0.0
2416,195,5.0,1.0,3.0
992,194,7.0,2.0,0.0
786,21,9.0,1.0,0.0
3218,48,5.0,1.0,0.0
3735,17,7.0,1.0,0.0
1361,273,7.0,,0.0
1695,113,7.0,0.0,0.0
2003,84,9.0,1.0,0.0
4259,447,5.0,1.0,1.0
221,104,,0.0,0.0
3428,87,6.0,0.0,0.0
5398,98,4.0,0.0,0.0
3402,180,7.0,3.0,0.0
2865,251,3.0,0.0,0.0
4082,44,9.0,1.0,2.0
920,282,6.0,2.0,0.0
2047,65,9.0,3.0,1.0
1350,116,3.0,0.0,
5752,161,7.0,1.0,0.0
5591,183,11.0,1.0,0.0
4765,150,5.0,,0.0
2271,68,11.0,3.0,
5270,282,4.0,3.0,0.0
2435,87,11.0,4.0,0.0
3237,38,5.0,,1.0
2039,3,11.0,1.0,1.0
2468,101,15.0,0.0,2.0
5265,44,7.0,1.0,0.0
4866,193,4.0,0.0,0.0
5240,156,9.0,1.0,1.0
4566,205,7.0,0.0,0.0
1194,142,6.0,0.0,0.0
1519,127,1.0,0.0,0.0
2374,174,8.0,0.0,0.0
4120,118,4.0,1.0,0.0
728,25,5.0,0.0,0.0
369,270,6.0,0.0,0.0
1529,227,6.0,1.0,0.0
3362,174,4.0,2.0,0.0
4147,225,8.0,0.0,0.0
3207,265,7.0,2.0,0.0
1897,118,5.0,1.0,1.0
3639,233,6.0,0.0,0.0
4732,179,,,0.0
4342,262,9.0,1.0,0.0
3606,131,9.0,1.0,
2607,166,8.0,1.0,0.0
3701,41,5.0,2.0,0.0
2261,45,11.0,1.0,1.0
1883,284,3.0,0.0,0.0
2157,57,,0.0,0.0
4792,292,9.0,0.0,0.0
1685,111,4.0,0.0,0.0
4585,206,8.0,0.0,1.0
3414,242,6.0,1.0,1.0
878,95,6.0,1.0,0.0
425,64,6.0,1.0,0.0
4442,79,12.0,0.0,0.0
1433,119,5.0,0.0,0.0
2051,28,6.0,0.0,0.0
4231,7,7.0,1.0,0.0
5414,51,11.0,2.0,0.0
566,223,10.0,1.0,0.0
888,100,7.0,0.0,1.0
3759,127,4.0,1.0,0.0
4663,46,,0.0,0.0
5654,8,5.0,1.0,0.0
1341,50,7.0,0.0,0.0
4513,229,7.0,0.0,0.0
1124,181,3.0,0.0,0.0
4774,171,6.0,0.0,0.0
642,117,3.0,1.0,0.0
3311,73,5.0,0.0,0.0
5381,289,3.0,0.0,0.0
4982,38,9.0,0.0,0.0
5780,256,10.0,2.0,0.0
2165,256,5.0,0.0,0.0
1838,164,11.0,0.0,2.0
2783,125,6.0,0.0,2.0
1453,190,5.0,0.0,0.0
4276,204,5.0,0.0,0.0
2829,152,4.0,0.0,0.0
134,152,8.0,1.0,1.0
3165,222,4.0,0.0,0.0
4825,53,,0.0,0.0
839,36,5.0,1.0,1.0
4107,31,5.0,0.0,1.0
2112,47,,5.0,0.0
4028,219,5.0,0.0,0.0
2134,95,9.0,0.0,0.0
2248,156,6.0,1.0,0.0
2231,65,10.0,0.0,2.0
5836,281,4.0,0.0,0.0
5801,293,12.0,1.0,0.0
3929,105,6.0,2.0,0.0
5725,249,6.0,0.0,0.0
1670,251,4.0,1.0,0.0
25,79,4.0,1.0,0.0
396,100,7.0,1.0,1.0
1096,165,4.0,0.0,1.0
2646,60,4.0,0.0,0.0
2435,155,4.0,1.0,1.0
4348,274,5.0,0.0,0.0
3402,80,6.0,0.0,0.0
2660,164,9.0,1.0,0.0
4821,146,6.0,,0.0
3133,38,13.0,3.0,1.0
4253,292,6.0,0.0,0.0
2914,46,8.0,4.0,0.0
105,215,5.0,1.0,0.0
4470,263,6.0,0.0,1.0
971,133,6.0,0.0,0.0
4784,277,3.0,0.0,0.0
2574,251,3.0,0.0,0.0
749,204,10.0,0.0,2.0
5987,153,7.0,1.0,1.0
2961,127,6.0,1.0,1.0
4036,180,6.0,1.0,1.0
2089,35,10.0,1.0,1.0
5723,68,3.0,1.0,0.0
4218,69,10.0,2.0,0.0
2904,144,13.0,3.0,0.0
5529,126,9.0,0.0,1.0
364,53,4.0,0.0,0.0
241,298,,2.0,0.0
4181,17,5.0,1.0,0.0
2217,4,6.0,1.0,0.0
4677,33,5.0,2.0,1.0
2989,199,4.0,0.0,1.0
5970,155,7.0,0.0,
2543,235,4.0,0.0,0.0
5669,233,5.0,,0.0
1424,50,5.0,0.0,0.0
617,249,9.0,0.0,0.0
4359,208,7.0,2.0,0.0
499,211,5.0,0.0,1.0
4925,270,,1.0,0.0
836,236,7.0,1.0,0.0
3924,221,6.0,0.0,0.0
2636,285,3.0,0.0,0.0
5136,194,6.0,,1.0
2810,102,,1.0,0.0
3154,22,6.0,1.0,0.0
3267,51,7.0,0.0,1.0
2659,148,3.0,0.0,0.0
5532,55,4.0,0.0,1.0
6880,300,5.0,0.0,1.0
5101,251,,1.0,0.0
4923,165,9.0,1.0,1.0
5917,211,,1.0,
383,157,11.0,4.0,0.0
2632,90,4.0,1.0,0.0
5848,173,7.0,1.0,0.0
3209,234,6.0,0.0,1.0
1858,179,5.0,0.0,0.0
5210,139,6.0,2.0,0.0
4968,42,4.0,1.0,2.0
4948,228,5.0,1.0,0.0
4079,190,3.0,0.0,1.0
2516,173,5.0,2.0,0.0
601,214,3.0,0.0,0.0
5908,107,6.0,1.0,0.0
5570,85,4.0,1.0,0.0
2501,64,3.0,2.0,1.0
674,181,6.0,0.0,0.0
2613,256,8.0,1.0,0.0
6562,25,6.0,1.0,0.0
802,167,3.0,0.0,1.0
3817,8,6.0,3.0,0.0
189,54,8.0,1.0,0.0
2433,125,0.0,0.0,0.0
2992,247,8.0,0.0,0.0
3472,11,8.0,2.0,
5563,84,9.0,2.0,0.0
4969,7,6.0,0.0,0.0
3475,203,6.0,2.0,0.0
5587,87,4.0,0.0,0.0
1081,186,4.0,0.0,0.0
3947,44,7.0,0.0,0.0
2343,285,5.0,0.0,1.0
3072,298,2.0,0.0,
3234,129,10.0,2.0,1.0
3187,127,4.0,0.0,0.0
2545,188,9.0,1.0,
2805,47,5.0,,0.0
4597,16,7.0,1.0,0.0
5001,238,4.0,1.0,0.0
2954,195,2.0,0.0,1.0
643,161,11.0,2.0,1.0
940,43,5.0,0.0,1.0
16,3,10.0,1.0,1.0
3622,219,6.0,2.0,1.0
2239,3,10.0,1.0,1.0
2441,8,6.0,0.0,0.0
2482,252,3.0,0.0,1.0
3206,83,5.0,1.0,0.0
2843,188,5.0,0.0,0.0
5319,20,9.0,1.0,1.0
4152,77,7.0,1.0,0.0
1167,108,7.0,3.0,0.0
865,62,7.0,0.0,
1560,188,5.0,1.0,0.0
4791,109,5.0,1.0,0.0
1048,111,7.0,1.0,0.0
3603,111,7.0,0.0,0.0
2135,90,4.0,0.0,0.0
5788,245,10.0,0.0,0.0
4727,5,,1.0,1.0
4974,58,3.0,0.0,0.0
4164,57,7.0,1.0,1.0
619,179,6.0,0.0,0.0
1584,223,10.0,0.0,0.0
5593,60,8.0,0.0,0.0
5839,84,7.0,1.0,0.0
1733,282,10.0,1.0,1.0
3194,2,5.0,1.0,1.0
485,58,4.0,0.0,0.0
3890,37,4.0,1.0,0.0
2626,261,10.0,2.0,
4202,284,9.0,4.0,0.0
3029,182,6.0,2.0,0.0
716,174,2.0,1.0,1.0
972,278,4.0,,0.0
841,269,5.0,0.0,0.0
2437,249,5.0,0.0,1.0
1810,300,6.0,1.0,0.0
377,194,9.0,1.0,0.0
3521,28,5.0,1.0,0.0
5917,196,6.0,0.0,0.0
438,297,5.0,0.0,0.0
4180,104,6.0,1.0,0.0
788,268,4.0,0.0,1.0
1212,71,6.0,0.0,0.0
3899,31,3.0,0.0,0.0
233,300,5.0,0.0,0.0
5369,36,6.0,1.0,0.0
1385,17,4.0,0.0,0.0
4712,187,5.0,,0.0
2444,178,8.0,1.0,0.0
6752,118,6.0,0.0,0.0
4419,207,2.0,0.0,0.0
1830,68,7.0,1.0,1.0
4662,186,5.0,1.0,1.0
4319,80,4.0,1.0,0.0
548,185,4.0,0.0,1.0
3770,57,13.0,0.0,1.0
1428,190,9.0,0.0,0.0
2114,206,2.0,1.0,0.0
2128,85,7.0,1.0,1.0
1122,43,3.0,1.0,0.0
363,113,5.0,0.0,1.0
4014,42,3.0,0.0,0.0
957,37,7.0,0.0,0.0
5652,23,6.0,0.0,2.0
4338,204,4.0,2.0,0.0
2152,285,4.0,0.0,0.0
4945,124,8.0,1.0,0.0
3153,185,8.0,1.0,0.0
1893,179,8.0,1.0,1.0
4152,37,11.0,2.0,0.0
490,78,7.0,0.0,0.0
3453,276,4.0,1.0,0.0
116,288,11.0,2.0,0.0
3008,152,8.0,0.0,1.0
2232,23,6.0,1.0,0.0
5497,69,,1.0,1.0
2725,143,7.0,1.0,0.0
3862,209,4.0,1.0,0.0
3294,281,8.0,2.0,0.0
830,209,7.0,1.0,1.0
2618,33,9.0,0.0,0.0
3289,13,5.0,0.0,0.0
1987,211,6.0,1.0,0.0
851,181,1.0,1.0,0.0
3144,97,7.0,1.0,0.0
1042,142,6.0,0.0,0.0
2122,117,3.0,0.0,0.0
1702,79,9.0,0.0,0.0
2453,236,11.0,3.0,1.0
3309,121,7.0,1.0,0.0
235,53,1.0,0.0,0.0
497,287,3.0,0.0,0.0
2850,30,5.0,,0.0
3938,249,3.0,0.0,
4918,129,2.0,0.0,0.0
4383,237,11.0,2.0,1.0
1634,264,6.0,0.0,0.0
1748,296,5.0,0.0,1.0
4570,252,6.0,2.0,0.0
2755,174,4.0,0.0,0.0
2033,5,12.0,0.0,1.0
3405,37,3.0,0.0,0.0
5282,26,9.0,1.0,0.0
3852,177,5.0,0.0,0.0
5819,82,,3.0,0.0
3535,159,7.0,1.0,0.0
5164,137,7.0,1.0,2.0
5548,41,,1.0,0.0
1782,168,9.0,1.0,1.0
1978,131,9.0,0.0,0.0
1148,11,6.0,1.0,0.0
2482,66,12.0,,1.0
1097,265,7.0,0.0,0.0
590,13,3.0,0.0,1.0
5286,237,6.0,0.0,0.0
1712,128,3.0,2.0,0.0
1243,212,3.0,0.0,0.0
5154,122,11.0,1.0,1.0
2476,451,12.0,0.0,1.0
1184,110,4.0,0.0,0.0
4971,256,2.0,1.0,0.0
3754,21,6.0,0.0,0.0
1522,68,8.0,2.0,2.0
806,45,11.0,3.0,0.0
2791,64,5.0,0.0,0.0
605,99,8.0,2.0,1.0
4950,199,10.0,1.0,1.0
3820,137,4.0,0.0,0.0
2720,118,2.0,0.0,0.0
5745,238,3.0,1.0,
2682,227,,1.0,0.0
1025,74,8.0,0.0,0.0
3814,11,7.0,0.0,0.0
3557,142,6.0,0.0,0.0
1444,30,8.0,0.0,0.0
4712,12,8.0,1.0,0.0
5127,183,5.0,1.0,0.0
5350,94,3.0,0.0,0.0
5349,218,4.0,2.0,0.0
3736,76,5.0,2.0,0.0
847,251,12.0,3.0,1.0
1369,237,5.0,1.0,0.0
4223,298,4.0,0.0,0.0
462,38,9.0,1.0,2.0
140,8,6.0,0.0,0.0
2636,78,5.0,0.0,0.0
779,125,7.0,0.0,0.0
197,85,11.0,0.0,0.0
3406,177,5.0,1.0,0.0
4652,256,8.0,1.0,1.0
861,12,5.0,1.0,0.0
322,253,3.0,1.0,0.0
5684,228,5.0,1.0,0.0
1730,213,5.0,0.0,
12,173,8.0,0.0,1.0
2501,1,8.0,0.0,1.0
1740,139,11.0,3.0,0.0
1441,268,4.0,1.0,0.0
1338,103,8.0,0.0,0.0
1201,106,5.0,,0.0
3235,1,4.0,0.0,0.0
845,265,6.0,1.0,0.0
5355,277,6.0,2.0,1.0
3338,279,4.0,0.0,0.0
959,147,7.0,1.0,0.0
463,246,10.0,1.0,1.0
4518,82,7.0,0.0,1.0
969,264,4.0,0.0,0.0
4413,171,9.0,2.0,0.0
2778,264,7.0,1.0,0.0
1218,261,8.0,2.0,1.0
546,74,7.0,,0.0
3857,93,5.0,1.0,0.0
4434,176,8.0,2.0,0.0
364,268,6.0,1.0,1.0
1621,201,7.0,0.0,1.0
2174,248,4.0,0.0,0.0
5334,242,,0.0,0.0
5756,85,6.0,0.0,0.0
3950,290,5.0,2.0,0.0
5845,16,7.0,2.0,0.0
1792,175,5.0,1.0,0.0
6423,267,10.0,0.0,
1508,22,7.0,1.0,0.0
1805,2,6.0,0.0,0.0
1235,129,7.0,0.0,0.0
3983,293,6.0,0.0,0.0
1607,31,3.0,0.0,0.0
2168,133,3.0,0.0,0.0
4971,194,2.0,0.0,0.0
4621,188,2.0,0.0,1.0
489,51,9.0,0.0,0.0
4080,22,3.0,0.0,
2374,86,9.0,0.0,1.0
4816,158,8.0,0.0,0.0
197,217,12.0,1.0,1.0
1997,103,7.0,2.0,1.0
794,216,6.0,2.0,0.0
4655,35,4.0,0.0,0.0
657,506,,0.0,0.0
1867,101,6.0,0.0,1.0
2766,59,12.0,4.0,0.0
4023,26,4.0,0.0,0.0
3350,258,8.0,1.0,0.0
4647,44,8.0,3.0,2.0
5626,235,4.0,0.0,0.0
863,281,8.0,0.0,0.0
105,274,10.0,1.0,0.0
5731,184,5.0,1.0,0.0
3497,80,5.0,,0.0
867,259,10.0,3.0,0.0
302,50,3.0,0.0,0.0
4829,490,2.0,1.0,0.0
797,112,7.0,1.0,0.0
6726,73,5.0,0.0,0.0
1349,181,10.0,1.0,0.0
624,122,7.0,1.0,0.0
1210,174,3.0,1.0,0.0
284,215,8.0,1.0,0.0
2975,99,7.0,2.0,0.0
5078,263,4.0,0.0,1.0
576,42,4.0,0.0,0.0
92,29,5.0,0.0,0.0
5082,69,4.0,0.0,0.0
1178,251,8.0,0.0,0.0
5682,207,6.0,0.0,1.0
2396,105,4.0,0.0,1.0
1446,76,5.0,0.0,0.0
2943,276,6.0,1.0,0.0
4499,213,8.0,0.0,0.0
5033,261,6.0,1.0,0.0
989,101,4.0,0.0,1.0
984,170,6.0,2.0,0.0
1238,101,8.0,1.0,0.0
3848,288,9.0,0.0,1.0
4500,167,4.0,2.0,0.0
4375,261,6.0,0.0,0.0
5993,127,10.0,0.0,1.0
156,133,,0.0,0.0
1687,297,7.0,0.0,1.0
661,180,2.0,0.0,0.0
6390,261,5.0,1.0,0.0
2849,204,7.0,0.0,0.0
5060,6,7.0,0.0,0.0
5737,222,5.0,1.0,0.0
2618,235,4.0,2.0,0.0
3541,242,3.0,0.0,0.0
5040,51,8.0,1.0,1.0
5953,8,7.0,1.0,0.0
721,201,,2.0,1.0
4459,81,1.0,0.0,0.0
4282,108,10.0,,1.0
3246,173,5.0,0.0,0.0
3413,92,7.0,2.0,0.0
3395,98,5.0,1.0,0.0
3172,157,,1.0,0.0
3009,155,10.0,1.0,1.0
1809,122,7.0,0.0,0.0
5231,262,6.0,0.0,1.0
5835,212,10.0,0.0,0.0
2021,113,9.0,2.0,0.0
5395,154,4.0,0.0,0.0
3062,176,6.0,,1.0
667,168,6.0,3.0,0.0
5105,260,3.0,0.0,0.0
1895,142,11.0,3.0,1.0
1038,252,5.0,2.0,0.0
1157,2,7.0,0.0,0.0
298,258,6.0,2.0,1.0
5530,63,5.0,1.0,1.0
283,220,5.0,0.0,0.0
2004,130,4.0,1.0,0.0
974,129,3.0,0.0,0.0
615,92,4.0,0.0,0.0
4650,149,4.0,1.0,0.0
5230,74,6.0,2.0,
4584,126,7.0,2.0,2.0
5020,147,7.0,0.0,0.0
5545,22,,1.0,0.0
1093,22,5.0,1.0,0.0
5537,13,8.0,2.0,0.0
2975,84,7.0,,1.0
1336,131,6.0,1.0,1.0
5082,206,6.0,1.0,1.0
3335,271,5.0,0.0,1.0
5433,21,6.0,2.0,1.0
1826,293,14.0,1.0,0.0
5720,17,6.0,2.0,0.0
3527,281,3.0,0.0,0.0
174,171,9.0,3.0,
2204,50,8.0,2.0,0.0
3117,271,6.0,0.0,1.0
1632,286,6.0,0.0,0.0
5052,263,4.0,1.0,0.0
2695,78,8.0,1.0,
558,113,4.0,0.0,0.0
5769,274,11.0,1.0,2.0
3599,212,8.0,0.0,0.0
1463,80,2.0,0.0,0.0
4770,176,9.0,3.0,1.0
1337,153,1.0,0.0,0.0
1924,77,3.0,0.0,0.0
1277,210,5.0,0.0,0.0
5646,287,5.0,1.0,0.0
5673,276,2.0,0.0,0.0
196,651,4.0,0.0,0.0
1923,141,4.0,1.0,0.0
4342,74,3.0,0.0,0.0
2003,255,3.0,0.0,
4635,236,9.0,0.0,2.0
3062,240,12.0,0.0,0.0
1549,124,4.0,2.0,0.0
5473,286,8.0,0.0,0.0
4932,227,9.0,2.0,1.0
1014,3,4.0,1.0,0.0
1059,89,2.0,0.0,0.0
1811,259,4.0,0.0,0.0
2092,276,6.0,0.0,1.0
5280,281,3.0,1.0,0.0
3178,293,7.0,0.0,2.0
4653,273,4.0,0.0,1.0
2001,283,2.0,0.0,0.0
4216,32,6.0,2.0,0.0
4249,68,4.0,,1.0
873,65,6.0,0.0,0.0
5960,25,5.0,1.0,0.0
1140,146,8.0,3.0,0.0
5852,297,9.0,1.0,0.0
1646,169,10.0,1.0,0.0
2300,205,6.0,2.0,0.0
3891,130,3.0,0.0,0.0
2366,261,5.0,2.0,0.0
4051,282,9.0,0.0,0.0
2184,30,7.0,1.0,0.0
1353,25,6.0,1.0,0.0
5502,53,5.0,1.0,0.0
2962,243,12.0,0.0,2.0
4150,88,8.0,0.0,0.0
556,158,12.0,1.0,1.0
1662,51,,1.0,0.0
451,66,,,0.0
4476,242,3.0,0.0,0.0
1371,176,9.0,0.0,1.0
2338,300,5.0,1.0,0.0
5943,134,2.0,1.0,1.0
4344,29,7.0,,0.0
176,14,6.0,0.0,1.0
2943,272,4.0,0.0,0.0
6375,269,6.0,0.0,0.0
3108,1,4.0,0.0,
2583,181,7.0,0.0,1.0
1373,193,7.0,1.0,0.0
223,44,6.0,0.0,1.0
4520,21,12.0,,0.0
4785,152,2.0,0.0,0.0
1631,155,6.0,0.0,0.0
5073,224,8.0,0.0,0.0
3205,83,10.0,2.0,0.0
4898,148,4.0,0.0,0.0
4249,265,3.0,1.0,0.0
5976,285,5.0,2.0,0.0
4173,79,3.0,0.0,0.0
5451,34,8.0,0.0,0.0
4264,287,2.0,0.0,0.0
1426,240,6.0,0.0,0.0
4482,101,7.0,0.0,0.0
3862,102,5.0,2.0,0.0
5966,25,6.0,0.0,0.0
3022,15,1.0,0.0,0.0
1133,28,6.0,0.0,0.0
139,139,6.0,0.0,1.0
5540,81,9.0,2.0,1.0
1604,40,8.0,0.0,0.0
3452,96,4.0,0.0,0.0
568,180,7.0,2.0,1.0
230,148,8.0,0.0,
3069,284,4.0,0.0,1.0
5940,103,,1.0,0.0
2800,284,1.0,0.0,0.0
4208,211,3.0,0.0,0.0
2615,237,8.0,1.0,0.0
2356,158,5.0,0.0,0.0
3169,196,6.0,1.0,
4959,226,4.0,0.0,
2015,119,8.0,0.0,0.0
447,289,5.0,1.0,0.0
3599,41,5.0,0.0,0.0
2689,44,6.0,,0.0
712,81,7.0,0.0,0.0
1079,119,4.0,0.0,0.0
5849,105,6.0,0.0,0.0
885,136,11.0,3.0,0.0
2544,49,8.0,0.0,1.0
5850,259,4.0,,0.0
5592,152,5.0,1.0,0.0
3811,272,10.0,,0.0
5843,253,6.0,1.0,0.0
908,229,,0.0,0.0
717,183,7.0,1.0,1.0
2234,10,4.0,1.0,
989,72,4.0,0.0,0.0
5280,25,8.0,2.0,0.0
2514,76,6.0,0.0,0.0
1776,112,8.0,0.0,0.0
1419,256,4.0,0.0,0.0
3736,82,11.0,1.0,1.0
3344,189,6.0,0.0,0.0
4427,264,7.0,,0.0
865,212,7.0,1.0,0.0
2721,16,4.0,0.0,0.0
4933,66,1.0,0.0,0.0
5265,194,6.0,1.0,0.0
1212,152,3.0,0.0,0.0
3135,24,8.0,1.0,0.0
5410,61,9.0,0.0,1.0
4880,238,6.0,1.0,1.0
3949,238,10.0,2.0,0.0
5745,202,11.0,1.0,2.0
3040,43,6.0,0.0,0.0
2532,74,5.0,0.0,0.0
5403,24,8.0,1.0,0.0
1390,103,6.0,1.0,0.0
176,43,9.0,2.0,1.0
2974,247,3.0,0.0,0.0
3070,11,2.0,0.0,0.0
91,235,4.0,0.0,0.0
2966,221,7.0,,0.0
5875,7,5.0,0.0,
5912,268,10.0,0.0,1.0
2254,13,7.0,2.0,0.0
4390,122,12.0,1.0,2.0
877,50,11.0,4.0,0.0
401,155,4.0,0.0,0.0
3511,215,3.0,0.0,0.0
316,155,1.0,,0.0
1459,9,7.0,1.0,1.0
1039,63,2.0,0.0,0.0
1524,196,7.0,2.0,1.0
3211,8,10.0,2.0,1.0
4609,230,4.0,0.0,0.0
1004,44,7.0,1.0,0.0
2867,278,5.0,0.0,2.0
4825,237,5.0,2.0,0.0
5430,211,5.0,0.0,0.0
5954,130,7.0,1.0,0.0
3072,300,6.0,0.0,0.0
4199,271,4.0,0.0,0.0
911,165,9.0,0.0,1.0
5837,38,5.0,1.0,0.0
844,277,7.0,0.0,0.0
5707,20,8.0,0.0,0.0
3933,72,5.0,1.0,0.0
4026,299,12.0,0.0,0.0
2419,56,4.0,0.0,0.0
2625,156,9.0,3.0,0.0
3565,38,4.0,2.0,0.0
6373,83,4.0,1.0,
1148,56,3.0,0.0,0.0
3636,44,4.0,1.0,0.0
5965,210,6.0,1.0,0.0
430,228,6.0,0.0,1.0
1035,193,5.0,0.0,0.0
4682,10,4.0,0.0,1.0
968,141,8.0,1.0,0.0
2704,199,7.0,0.0,1.0
5701,103,8.0,,0.0
4693,85,3.0,0.0,0.0
3904,15,6.0,2.0,0.0
1797,49,13.0,4.0,0.0
3021,184,4.0,0.0,0.0
2189,84,6.0,0.0,0.0
261,201,10.0,0.0,0.0
993,89,6.0,1.0,0.0
2832,300,4.0,1.0,1.0
4372,275,6.0,0.0,0.0
426,173,4.0,1.0,0.0
6799,243,7.0,1.0,0.0
1820,135,5.0,0.0,0.0
4304,42,7.0,,1.0
3445,290,11.0,1.0,0.0
5088,65,4.0,0.0,0.0
3851,47,6.0,2.0,1.0
4813,3,3.0,0.0,0.0
5255,46,12.0,4.0,0.0
4557,124,7.0,1.0,1.0
1471,206,6.0,1.0,0.0
1154,11,6.0,1.0,1.0
3432,27,6.0,1.0,0.0
1882,69,4.0,0.0,0.0
5725,9,3.0,1.0,0.0
1662,134,7.0,1.0,1.0
5882,127,11.0,3.0,2.0
5000,102,6.0,0.0,1.0
2033,284,7.0,1.0,1.0
1897,291,5.0,0.0,0.0
641,8,5.0,1.0,1.0
3944,257,5.0,0.0,0.0
5580,170,,,1.0
962,147,7.0,0.0,0.0
4788,133,11.0,2.0,1.0
5413,59,9.0,1.0,0.0
1021,57,10.0,0.0,1.0
5608,167,6.0,0.0,1.0
5641,3,6.0,0.0,
873,72,8.0,1.0,0.0
5805,297,5.0,0.0,0.0
3633,210,6.0,1.0,0.0
4311,255,5.0,,1.0
1402,85,7.0,1.0,0.0
2056,38,7.0,1.0,0.0
612,154,9.0,0.0,0.0
3313,34,5.0,,
1139,215,13.0,0.0,0.0
1381,149,3.0,1.0,0.0
1036,161,3.0,1.0,0.0
2612,20,6.0,1.0,0.0
5458,126,3.0,0.0,0.0
952,101,8.0,1.0,
986,3,11.0,0.0,2.0
2106,59,3.0,0.0,0.0
5301,51,7.0,1.0,1.0
178,3,7.0,1.0,0.0
1244,275,6.0,1.0,0.0
4778,269,4.0,0.0,0.0
5576,72,6.0,1.0,0.0
1278,281,,1.0,0.0
225,27,8.0,0.0,0.0
2510,177,6.0,1.0,0.0
5621,141,3.0,0.0,0.0
3393,171,,1.0,0.0
4673,65,6.0,1.0,0.0
4443,246,5.0,2.0,0.0
3272,219,3.0,1.0,0.0
3530,50,6.0,1.0,0.0
1300,57,6.0,0.0,1.0
3263,25,8.0,1.0,1.0
5180,298,6.0,0.0,0.0
5221,150,8.0,0.0,1.0
2881,138,4.0,0.0,0.0
3678,148,7.0,1.0,0.0
89,121,5.0,2.0,
5173,11,7.0,0.0,0.0
5662,290,5.0,1.0,2.0
3162,283,9.0,1.0,0.0
64,218,4.0,0.0,0.0
5394,145,8.0,1.0,0.0
775,109,9.0,1.0,0.0
2634,21,7.0,1.0,0.0
4294,16,5.0,0.0,0.0
644,153,11.0,0.0,1.0
4648,153,,0.0,0.0
1802,158,7.0,,0.0
381,124,6.0,0.0,1.0
2103,42,4.0,0.0,0.0
1990,38,,0.0,0.0
4381,144,5.0,2.0,
5543,220,4.0,2.0,0.0
1971,133,7.0,1.0,0.0
407,234,10.0,,0.0
2783,20,5.0,1.0,0.0
2788,19,4.0,1.0,0.0
5944,76,7.0,1.0,1.0
5253,23,5.0,1.0,0.0
453,55,3.0,,0.0
4338,57,4.0,0.0,
4934,192,5.0,2.0,
3996,75,10.0,1.0,1.0
716,228,8.0,2.0,1.0
2209,214,5.0,1.0,0.0
2720,330,8.0,0.0,0.0
1572,14,3.0,1.0,
5654,271,4.0,0.0,0.0
5598,206,5.0,0.0,0.0
449,117,7.0,1.0,0.0
3724,247,4.0,0.0,
1974,189,4.0,1.0,1.0
5638,32,6.0,0.0,
5774,45,6.0,1.0,0.0
499,35,5.0,1.0,1.0
483,262,8.0,0.0,0.0
3324,230,10.0,1.0,0.0
3132,37,6.0,0.0,0.0
3761,112,6.0,3.0,1.0
1560,262,11.0,1.0,0.0
835,257,6.0,0.0,0.0
3024,126,4.0,0.0,0.0
920,35,7.0,1.0,0.0
4170,147,8.0,0.0,1.0
1810,181,7.0,1.0,0.0
4492,120,4.0,0.0,1.0
3923,186,6.0,1.0,1.0
2357,188,2.0,0.0,0.0
2579,115,5.0,2.0,0.0
3643,26,10.0,1.0,0.0
322,40,5.0,0.0,0.0
1531,290,7.0,2.0,0.0
3727,41,7.0,2.0,0.0
2999,121,10.0,2.0,0.0
1284,7,5.0,0.0,0.0
2644,97,6.0,0.0,0.0
