id_usuario,idade,genero,origem_geografica,horario_maior_busca,efetuou_checkin,bairro
1176,20.0,masculino,Recife,20:25:45,True,Madalena
1177,57.0,masculino,camaragibe,14:50:00,False,Centro
1178,58.0,feminino,Arcoverde,22:45:15,True,Centro
1179,64.0,feminino,RECIFE,21:50:30,True,Boa Viagem
1180,59.0,masculino,Garanhuns,16:15:45,False,Centro
1181,51.0,feminino,Jaboatão dos Guararapes,14:40:00,False,Piedade
1182,22.0,feminino,Vitória de Santo Antão,12:10:00,False,Matriz
1183,48.0,feminino,Vitória de Santo Antão,19:15:30,True,Matriz
1184,30.0,feminino,,08:20:00,True,Não informado
1185,60.0,feminino,Petrolina,08:55:30,False,Areia Branca
1186,,masculino,RECIFE,19:10:30,True,Boa Viagem
1187,39.0,masculino,Recife,12:15:00,True,Madalena
1188,32.0,feminino,Recife,19:55:30,False,Derby
1189,43.0,feminino,Recife,15:20:00,False,Derby
1190,35.0,feminino,RECIFE,10:45:00,False,Boa Viagem
1191,65.0,masculino,Jaboatão dos Guararapes,15:20:45,False,Prazeres
1192,26.0,feminino,Recife,14:25:45,False,Graças
1193,18.0,masculino,Paulista,11:45:15,False,Janga
1194,60.0,nao_informado,,16:00:00,True,Não informado
1195,26.0,masculino,jaboatão dos guararapes,15:15:15,True,Candeias
1196,40.0,feminino,OLINDA,20:10:30,False,Casa Caiada
1197,60.0,masculino,Recife,15:35:30,False,Espinheiro
1198,62.0,feminino,Recife,07:30:00,True,Madalena
1199,19.0,masculino,Olinda,17:35:15,False,Rio Doce
1200,31.0,feminino,Paulista,15:45:30,False,Janga
1201,55.0,feminino,Olinda,22:55:45,False,Bairro Novo
1202,57.0,feminino,PAULISTA,14:50:15,False,Janga
1203,35.0,feminino,Recife,07:20:45,False,Graças
1204,33.0,masculino,Recife,13:40:00,False,Madalena
1205,46.0,masculino,Paulista,14:50:00,True,Pau Amarelo
1206,,feminino,,13:20:00,True,Não informado
1207,28.0,masculino,OLINDA,15:40:00,True,Casa Caiada
1208,23.0,feminino,Cabo de Santo Agostinho,,True,Garapu
1209,20.0,feminino,recife,15:10:15,False,Graças
1210,31.0,masculino,Olinda,12:20:30,False,Bairro Novo
1211,19.0,,Jaboatão dos Guararapes,11:20:15,True,Prazeres
1212,49.0,masculino,Paulista,15:55:00,False,Janga
1213,48.0,masculino,Recife,17:40:45,True,Espinheiro
1214,28.0,feminino,,07:45:15,False,Não informado
1215,39.0,feminino,Recife,18:10:15,True,Derby
1216,20.0,masculino,Olinda,14:50:15,True,Casa Caiada
1217,48.0,masculino,OLINDA,14:45:15,True,Bairro Novo
1218,50.0,feminino,Recife,21:30:15,False,Boa Viagem
1219,41.0,masculino,Recife,,True,Graças
1220,18.0,masculino,recife,20:10:30,False,Casa Forte
1221,61.0,masculino,recife,09:20:00,True,Casa Forte
1222,32.0,feminino,Recife,14:50:45,False,Casa Forte
1223,54.0,masculino,Garanhuns,17:45:15,,Centro
1224,44.0,masculino,Recife,13:25:30,False,Boa Viagem
1225,55.0,nao_informado,Petrolina,15:25:45,False,Centro
1226,65.0,masculino,CARUARU,07:35:45,False,Centro
1227,44.0,feminino,Olinda,16:05:15,False,Rio Doce
1228,61.0,masculino,Olinda,09:25:30,False,Rio Doce
1229,29.0,masculino,Recife,09:40:45,True,Casa Forte
1230,20.0,masculino,Gravatá,09:20:15,False,Centro
1231,47.0,masculino,Jaboatão dos Guararapes,08:50:45,True,Prazeres
1232,49.0,masculino,Abreu e Lima,18:50:30,True,Centro
1233,40.0,masculino,Recife,11:20:00,False,Casa Forte
1234,19.0,masculino,Petrolina,13:20:00,False,Areia Branca
1235,24.0,masculino,Olinda,17:15:00,False,Bairro Novo
1236,51.0,feminino,Caruaru,18:30:45,False,Centro
1237,49.0,,Recife,14:45:45,False,Casa Forte
1238,56.0,feminino,Jaboatão dos Guararapes,20:55:45,False,Candeias
1239,49.0,feminino,,22:55:30,True,Não informado
1240,60.0,feminino,Jaboatão dos Guararapes,21:10:45,True,Piedade
1241,60.0,masculino,OLINDA,14:55:00,True,Bairro Novo
1242,31.0,masculino,Jaboatão dos Guararapes,11:30:45,True,Piedade
1243,20.0,masculino,recife,22:20:30,True,Madalena
1244,63.0,feminino,Olinda,13:05:45,False,Bairro Novo
1245,49.0,feminino,Olinda,10:05:30,False,Rio Doce
1246,60.0,feminino,Recife,15:50:45,False,Casa Forte
1247,53.0,masculino,Cabo de Santo Agostinho,17:10:45,False,Garapu
1248,34.0,feminino,Recife,17:25:30,False,Casa Forte
1249,65.0,masculino,RECIFE,15:35:15,False,Espinheiro
1250,20.0,masculino,Olinda,09:55:15,,Casa Caiada
1251,27.0,feminino,,19:50:00,False,Não informado
1252,64.0,masculino,olinda,21:55:45,False,Casa Caiada
1253,57.0,masculino,caruaru,10:40:15,True,Centro
1254,35.0,feminino,,09:25:00,True,Não informado
1255,20.0,feminino,Cabo de Santo Agostinho,19:00:30,True,Garapu
1256,56.0,masculino,Recife,12:25:15,False,Espinheiro
1257,27.0,masculino,Cabo de Santo Agostinho,20:35:00,True,Garapu
1258,26.0,feminino,Recife,13:35:00,False,Madalena
1259,63.0,masculino,Olinda,12:10:15,False,Rio Doce
1260,63.0,masculino,Recife,07:45:00,False,Graças
1261,28.0,masculino,Vitória de Santo Antão,09:40:15,False,Matriz
1262,,feminino,Jaboatão dos Guararapes,07:05:00,True,Candeias
1263,53.0,masculino,Caruaru,20:00:00,False,Centro
1264,43.0,masculino,recife,07:55:15,True,Derby
1265,44.0,masculino,Recife,18:50:00,False,Casa Forte
1266,55.0,masculino,Recife,14:35:30,True,Casa Forte
1267,39.0,masculino,olinda,18:40:45,False,Bairro Novo
1268,43.0,feminino,Cabo de Santo Agostinho,11:05:30,False,Garapu
1269,39.0,feminino,Recife,15:15:45,False,Boa Viagem
1270,22.0,feminino,Recife,14:55:45,True,Graças
1271,52.0,feminino,Recife,10:15:00,True,Graças
1272,19.0,feminino,Jaboatão dos Guararapes,15:10:15,True,Piedade
1273,52.0,feminino,Recife,14:30:30,False,Boa Viagem
1274,26.0,feminino,Palmares,19:50:45,False,Centro
1275,35.0,feminino,Recife,09:25:45,,Espinheiro
1276,60.0,masculino,,11:05:30,False,Não informado
1277,29.0,masculino,Olinda,21:00:15,True,Casa Caiada
1278,20.0,nao_informado,Recife,19:10:00,True,Madalena
1279,35.0,feminino,Paulista,16:05:45,False,Pau Amarelo
1280,55.0,feminino,Olinda,15:30:15,False,Rio Doce
1281,24.0,nao_informado,Jaboatão dos Guararapes,19:25:30,True,Piedade
1282,50.0,feminino,Jaboatão dos Guararapes,14:15:00,False,Piedade
1283,23.0,feminino,Recife,,True,Madalena
1284,35.0,masculino,Caruaru,22:20:00,False,Maurício de Nassau
1285,62.0,feminino,jaboatão dos guararapes,10:15:30,False,Candeias
1286,39.0,feminino,CABO DE SANTO AGOSTINHO,11:05:30,False,Centro
1287,56.0,,Olinda,20:05:15,False,Bairro Novo
1288,26.0,feminino,Recife,20:10:45,False,Casa Forte
1289,52.0,feminino,Recife,21:20:15,False,Espinheiro
1290,,feminino,garanhuns,11:30:30,False,Centro
1291,29.0,masculino,Goiana,09:15:30,True,Centro
1292,41.0,,,13:15:30,True,Não informado
1293,57.0,feminino,Recife,11:20:00,True,Graças
1294,26.0,masculino,paulista,11:35:45,False,Pau Amarelo
1295,30.0,feminino,Paulista,10:40:15,False,Pau Amarelo
1296,57.0,masculino,,,,Não informado
1297,59.0,,Recife,19:00:45,True,Casa Forte
1298,34.0,masculino,Recife,16:05:45,False,Derby
1299,24.0,masculino,Recife,20:05:00,True,Boa Viagem
1300,34.0,masculino,Recife,17:35:30,False,Madalena
1301,41.0,nao_informado,Cabo de Santo Agostinho,18:20:30,False,Centro
1302,19.0,masculino,Olinda,19:30:00,False,Rio Doce
1303,52.0,feminino,Igarassu,21:15:45,True,Centro
1304,45.0,nao_informado,recife,15:50:45,True,Boa Viagem
1305,36.0,feminino,Jaboatão dos Guararapes,12:20:45,,Candeias
1306,50.0,masculino,Olinda,11:45:45,False,Bairro Novo
1307,38.0,feminino,Recife,17:05:45,False,Graças
1308,27.0,masculino,Olinda,12:35:45,True,Bairro Novo
1309,63.0,masculino,Olinda,18:20:15,False,Casa Caiada
1310,62.0,feminino,garanhuns,12:25:15,True,Centro
1311,26.0,masculino,Recife,16:50:15,False,Graças
1312,55.0,nao_informado,Igarassu,15:15:00,False,Centro
1313,23.0,feminino,Palmares,15:30:00,False,Centro
1314,59.0,masculino,paulista,10:45:15,False,Pau Amarelo
1315,52.0,masculino,Paulista,,False,Janga
1316,35.0,feminino,Recife,10:35:15,True,Casa Forte
1317,36.0,feminino,Olinda,13:35:45,,Bairro Novo
1318,22.0,feminino,Jaboatão dos Guararapes,17:45:15,True,Piedade
1319,42.0,masculino,Olinda,17:30:00,False,Casa Caiada
1320,28.0,masculino,Recife,16:40:30,False,Boa Viagem
1321,27.0,masculino,Goiana,09:30:15,True,Centro
1322,34.0,masculino,Olinda,15:55:45,True,Bairro Novo
1323,53.0,masculino,SÃO LOURENÇO DA MATA,18:55:45,False,Centro
1324,43.0,masculino,Olinda,20:35:45,False,Bairro Novo
1325,48.0,masculino,Cabo de Santo Agostinho,10:55:30,False,Centro
1326,49.0,feminino,Paulista,18:20:45,False,Pau Amarelo
1327,38.0,feminino,Jaboatão dos Guararapes,20:30:00,True,Prazeres
1328,35.0,masculino,Recife,20:50:00,False,Boa Viagem
1329,35.0,feminino,RECIFE,20:30:30,False,Boa Viagem
1330,18.0,feminino,Olinda,,False,Casa Caiada
1331,31.0,feminino,Vitória de Santo Antão,14:55:15,True,Matriz
1332,25.0,feminino,Olinda,13:55:00,False,Rio Doce
1333,19.0,masculino,RECIFE,19:20:30,False,Espinheiro
1334,32.0,masculino,recife,19:25:00,False,Boa Viagem
1335,51.0,masculino,Jaboatão dos Guararapes,12:10:00,False,Prazeres
1336,53.0,masculino,Olinda,17:55:30,True,Rio Doce
1337,18.0,feminino,Camaragibe,21:30:45,True,Centro
1338,38.0,feminino,,21:20:45,True,Não informado
1339,59.0,,Recife,12:25:45,False,Espinheiro
1340,18.0,feminino,Olinda,22:55:30,True,Casa Caiada
1341,49.0,feminino,Cabo de Santo Agostinho,07:50:45,False,Garapu
1342,,masculino,Olinda,12:50:30,True,Casa Caiada
1343,64.0,feminino,Recife,16:40:00,,Espinheiro
1344,53.0,masculino,Recife,11:25:00,False,Boa Viagem
1345,56.0,feminino,Paulista,19:30:00,True,Pau Amarelo
1346,47.0,,RECIFE,13:40:30,False,Madalena
1347,24.0,masculino,Recife,18:10:45,False,Espinheiro
1348,39.0,feminino,Recife,,False,Madalena
1349,62.0,feminino,Goiana,07:10:15,False,Centro
1350,27.0,masculino,Recife,20:45:00,False,Madalena
1351,25.0,feminino,Paulista,10:10:15,False,Pau Amarelo
1352,44.0,feminino,Jaboatão Dos Guararapes,16:10:15,False,Candeias
1353,27.0,masculino,Jaboatão dos Guararapes,20:10:30,False,Candeias
1354,31.0,masculino,Paulista,12:15:00,,Janga
1355,63.0,feminino,Recife,11:05:30,False,Derby
1356,28.0,masculino,recife,16:45:30,False,Derby
1357,23.0,feminino,Recife,20:15:15,False,Casa Forte
1358,38.0,,Olinda,10:15:30,,Rio Doce
1359,50.0,feminino,Ipojuca,18:20:30,False,Porto de Galinhas
1360,36.0,,VITÓRIA DE SANTO ANTÃO,11:45:45,False,Matriz
1361,56.0,masculino,jaboatão dos guararapes,,False,Candeias
1362,41.0,masculino,Garanhuns,18:15:45,False,Centro
1363,35.0,feminino,Camaragibe,21:05:00,True,Centro
1364,52.0,feminino,Cabo de Santo Agostinho,22:50:15,False,Garapu
1365,60.0,masculino,Recife,21:10:00,True,Casa Forte
1366,54.0,masculino,Olinda,17:30:45,False,Bairro Novo
1367,36.0,,ipojuca,16:50:30,False,Porto de Galinhas
1368,41.0,masculino,Jaboatão dos Guararapes,13:50:15,False,Piedade
1369,51.0,masculino,Igarassu,14:35:00,True,Centro
1370,90.0,feminino,Recife,15:55:45,False,Espinheiro
1371,21.0,nao_informado,Recife,22:15:45,,Graças
1372,27.0,feminino,Recife,16:00:30,False,Derby
1373,19.0,feminino,Recife,17:05:00,True,Graças
1374,25.0,,Vitória de Santo Antão,10:40:45,True,Matriz
1375,50.0,feminino,Recife,20:10:00,True,Derby
1376,55.0,masculino,,19:20:30,True,Não informado
1377,60.0,nao_informado,Recife,14:15:30,True,Espinheiro
1378,45.0,feminino,Recife,,False,Madalena
1379,27.0,feminino,Recife,21:50:45,False,Boa Viagem
1380,62.0,feminino,Arcoverde,10:55:15,False,Centro
1381,18.0,masculino,Cabo de Santo Agostinho,19:55:15,True,Centro
1382,51.0,nao_informado,jaboatão dos guararapes,22:20:00,True,Piedade
1383,20.0,masculino,Vitória De Santo Antão,12:25:15,True,Matriz
1384,26.0,masculino,camaragibe,13:50:15,False,Centro
1385,22.0,masculino,OLINDA,10:40:45,False,Rio Doce
1386,59.0,feminino,Recife,18:25:15,True,Graças
1387,27.0,feminino,RECIFE,11:55:30,False,Derby
1388,29.0,masculino,Recife,20:30:15,True,Boa Viagem
1389,35.0,masculino,RECIFE,20:35:00,False,Casa Forte
1390,38.0,feminino,Recife,16:10:15,False,Madalena
1391,38.0,masculino,Recife,,False,Casa Forte
1392,,feminino,Petrolina,12:30:15,False,Centro
1393,,feminino,Caruaru,14:10:00,False,Maurício de Nassau
1394,22.0,feminino,Recife,18:30:00,False,Boa Viagem
1395,42.0,feminino,Cabo de Santo Agostinho,21:55:45,True,Centro
1396,25.0,masculino,CABO DE SANTO AGOSTINHO,16:30:45,False,Garapu
1397,,nao_informado,,19:20:45,False,Não informado
1398,26.0,masculino,Jaboatão dos Guararapes,15:50:00,False,Piedade
1399,,masculino,Recife,14:20:45,True,Espinheiro
1400,23.0,masculino,,19:20:30,True,Não informado
1401,57.0,nao_informado,Olinda,14:20:15,False,Rio Doce
1402,38.0,feminino,Recife,14:05:00,False,Derby
1403,24.0,masculino,Recife,20:10:15,True,Boa Viagem
1404,24.0,feminino,OLINDA,22:45:00,False,Bairro Novo
1405,,masculino,Abreu e Lima,16:30:00,False,Centro
1406,56.0,nao_informado,Paulista,21:15:45,True,Janga
1407,44.0,masculino,Paulista,21:35:45,True,Pau Amarelo
1408,25.0,feminino,paulista,20:35:00,True,Pau Amarelo
1409,26.0,feminino,Paulista,15:50:30,False,Pau Amarelo
1410,45.0,masculino,recife,15:05:45,False,Espinheiro
1411,32.0,feminino,vitória de santo antão,17:50:00,False,Matriz
1412,19.0,masculino,IGARASSU,14:35:45,False,Centro
1413,24.0,feminino,Recife,14:25:00,False,Espinheiro
1414,64.0,feminino,Olinda,14:25:45,False,Casa Caiada
1415,35.0,feminino,Olinda,17:00:00,False,Rio Doce
1416,39.0,masculino,Recife,07:15:30,False,Madalena
1417,27.0,nao_informado,Recife,15:55:45,False,Casa Forte
1418,50.0,masculino,Recife,14:00:15,True,Boa Viagem
1419,24.0,feminino,caruaru,15:20:00,False,Maurício de Nassau
1420,20.0,,Recife,17:00:30,False,Derby
1421,31.0,feminino,Recife,19:15:45,True,Boa Viagem
1422,61.0,feminino,RECIFE,10:30:30,False,Graças
1423,63.0,masculino,CABO DE SANTO AGOSTINHO,18:45:00,False,Garapu
1424,53.0,feminino,Vitória De Santo Antão,19:30:15,,Matriz
1425,,masculino,Olinda,15:50:45,True,Bairro Novo
1426,33.0,masculino,,16:30:00,False,Não informado
1427,33.0,feminino,Olinda,,False,Rio Doce
1428,22.0,feminino,Paulista,16:15:30,False,Janga
1429,42.0,masculino,Jaboatão dos Guararapes,14:30:15,True,Prazeres
1430,55.0,feminino,Paulista,13:20:15,True,Pau Amarelo
1431,55.0,masculino,Recife,16:50:45,False,Derby
1432,55.0,masculino,Recife,15:35:30,True,Madalena
1433,56.0,masculino,Recife,15:45:45,True,Derby
1434,65.0,feminino,Abreu E Lima,17:15:45,True,Centro
1435,,feminino,Olinda,19:15:15,False,Casa Caiada
1436,43.0,feminino,Paulista,17:25:45,True,Pau Amarelo
1437,30.0,masculino,Garanhuns,20:25:15,False,Centro
1438,61.0,feminino,Caruaru,20:15:15,False,Centro
1439,43.0,masculino,Recife,19:15:30,False,Madalena
1440,18.0,feminino,RECIFE,10:45:45,True,Graças
1441,25.0,feminino,Vitória de Santo Antão,08:05:45,False,Matriz
1442,21.0,masculino,Arcoverde,13:15:45,False,Centro
1443,38.0,feminino,Olinda,08:50:15,True,Rio Doce
1444,39.0,nao_informado,Garanhuns,14:15:30,False,Centro
1445,54.0,masculino,Recife,10:25:30,False,Madalena
1446,20.0,feminino,Recife,13:35:30,False,Boa Viagem
1447,36.0,feminino,,14:10:45,False,Não informado
1448,18.0,masculino,CABO DE SANTO AGOSTINHO,12:20:45,False,Centro
1449,46.0,feminino,Jaboatão dos Guararapes,09:30:45,True,Candeias
1450,,feminino,,19:25:45,False,Não informado
1451,50.0,masculino,Recife,10:30:45,False,Graças
1452,58.0,masculino,Recife,18:20:30,False,Graças
1453,40.0,,Goiana,,True,Centro
1454,22.0,feminino,Recife,07:00:30,True,Casa Forte
1455,24.0,masculino,Paulista,15:25:45,False,Janga
1456,23.0,masculino,PAULISTA,10:35:30,False,Janga
1457,39.0,feminino,Paulista,10:10:45,False,Janga
1458,30.0,,SERRA TALHADA,11:30:30,True,Centro
1459,29.0,masculino,RECIFE,15:10:15,False,Graças
1460,21.0,feminino,Jaboatão dos Guararapes,,True,Prazeres
1461,25.0,feminino,Recife,14:35:30,False,Espinheiro
1462,54.0,masculino,Recife,22:05:00,False,Madalena
1463,48.0,masculino,Olinda,14:35:00,False,Bairro Novo
1464,54.0,feminino,Recife,15:30:00,False,Boa Viagem
1465,62.0,masculino,Vitória de Santo Antão,17:35:15,False,Matriz
1466,43.0,masculino,Jaboatão dos Guararapes,15:15:15,False,Candeias
1467,60.0,masculino,Recife,15:20:00,False,Graças
1468,25.0,,Recife,21:20:30,True,Derby
1469,57.0,masculino,Recife,21:00:15,False,Madalena
1470,50.0,nao_informado,Jaboatão dos Guararapes,,True,Piedade
1471,62.0,masculino,Igarassu,20:55:45,False,Centro
1472,46.0,masculino,Olinda,10:20:15,True,Bairro Novo
1473,22.0,masculino,Recife,14:45:30,False,Espinheiro
1474,45.0,feminino,Recife,17:45:00,True,Casa Forte
1475,57.0,,Recife,19:00:30,True,Madalena
1476,34.0,,jaboatão dos guararapes,18:50:30,False,Candeias
1477,40.0,feminino,Recife,16:10:15,False,Espinheiro
1478,62.0,masculino,Recife,,True,Boa Viagem
1479,26.0,feminino,Recife,20:15:30,True,Graças
1480,19.0,masculino,Olinda,13:30:30,False,Bairro Novo
1481,49.0,masculino,Olinda,19:05:00,True,Bairro Novo
1482,48.0,masculino,Caruaru,,False,Maurício de Nassau
1483,24.0,masculino,Jaboatão dos Guararapes,21:35:45,True,Piedade
1484,47.0,feminino,jaboatão dos guararapes,14:10:00,False,Prazeres
1485,20.0,masculino,Recife,09:00:30,True,Espinheiro
1486,26.0,feminino,Recife,12:05:15,True,Espinheiro
1487,27.0,masculino,Olinda,17:30:30,True,Bairro Novo
1488,63.0,feminino,Recife,11:25:45,False,Madalena
1489,64.0,masculino,recife,20:05:00,False,Espinheiro
1490,43.0,feminino,recife,14:35:15,False,Casa Forte
1491,18.0,masculino,Recife,10:15:45,False,Derby
1492,47.0,masculino,RECIFE,11:30:00,True,Boa Viagem
1493,55.0,masculino,Cabo De Santo Agostinho,22:00:45,False,Centro
1494,32.0,feminino,recife,15:25:00,False,Derby
1495,42.0,feminino,Recife,18:05:30,False,Casa Forte
1496,23.0,masculino,RECIFE,11:55:45,True,Derby
1497,35.0,masculino,jaboatão dos guararapes,16:30:15,,Piedade
1498,18.0,masculino,Paulista,21:35:00,False,Pau Amarelo
1499,20.0,masculino,Recife,18:55:15,False,Casa Forte
1500,34.0,feminino,Cabo de Santo Agostinho,15:20:45,,Garapu
1501,65.0,masculino,Recife,18:55:30,False,Graças
1502,,masculino,Jaboatão dos Guararapes,07:50:30,False,Candeias
1503,57.0,,Jaboatão dos Guararapes,13:05:00,,Prazeres
1504,34.0,masculino,Cabo de Santo Agostinho,15:35:45,True,Garapu
1505,,,Jaboatão dos Guararapes,20:45:30,True,Candeias
1506,58.0,feminino,Recife,13:35:15,True,Derby
1507,29.0,masculino,OLINDA,17:10:15,False,Casa Caiada
1508,46.0,,Recife,17:20:45,False,Casa Forte
1509,42.0,feminino,São Lourenço da Mata,15:10:00,False,Centro
1510,53.0,masculino,Recife,15:35:45,True,Boa Viagem
1511,42.0,masculino,Recife,,True,Derby
1512,46.0,masculino,,18:25:15,True,Não informado
1513,28.0,masculino,Recife,21:50:00,False,Graças
1514,21.0,feminino,Olinda,13:30:15,False,Casa Caiada
1515,31.0,masculino,Olinda,10:55:45,True,Bairro Novo
1516,63.0,feminino,Recife,20:55:45,True,Casa Forte
1517,55.0,feminino,Recife,18:35:45,,Derby
1518,34.0,feminino,Paulista,15:50:00,True,Janga
1519,,feminino,Recife,18:20:45,False,Madalena
1520,25.0,feminino,Olinda,08:30:00,True,Casa Caiada
1521,53.0,feminino,Jaboatão dos Guararapes,13:55:45,True,Candeias
1522,27.0,feminino,Recife,17:20:30,True,Graças
1523,24.0,masculino,Recife,07:30:45,False,Boa Viagem
1524,53.0,feminino,Paulista,18:50:15,True,Pau Amarelo
1525,33.0,feminino,recife,09:15:15,False,Espinheiro
1526,31.0,masculino,Recife,15:45:15,False,Derby
1527,33.0,nao_informado,Olinda,,True,Casa Caiada
1528,42.0,feminino,Recife,18:15:15,True,Espinheiro
1529,58.0,feminino,Recife,21:50:45,False,Espinheiro
1530,21.0,masculino,Paulista,10:35:30,True,Janga
1531,46.0,nao_informado,Vitória De Santo Antão,21:30:15,False,Matriz
1532,23.0,feminino,Olinda,14:55:15,True,Bairro Novo
1533,18.0,feminino,Recife,,False,Boa Viagem
1534,56.0,feminino,Recife,,True,Madalena
1535,18.0,masculino,Olinda,09:50:15,False,Rio Doce
1536,57.0,masculino,RECIFE,22:55:30,False,Espinheiro
1537,20.0,feminino,Recife,13:05:30,True,Boa Viagem
1538,18.0,masculino,CABO DE SANTO AGOSTINHO,21:35:30,True,Centro
1539,18.0,feminino,Recife,17:00:30,False,Madalena
1540,56.0,masculino,recife,11:20:15,False,Derby
1541,38.0,masculino,Recife,15:20:00,False,Boa Viagem
1542,62.0,masculino,Jaboatão dos Guararapes,11:45:00,True,Candeias
1543,47.0,masculino,Recife,18:20:15,,Madalena
1544,49.0,masculino,Recife,15:05:30,True,Espinheiro
1545,50.0,masculino,recife,20:50:15,False,Boa Viagem
1546,65.0,masculino,Petrolina,21:00:30,True,Areia Branca
1547,39.0,feminino,OLINDA,17:40:45,False,Casa Caiada
1548,47.0,feminino,Recife,15:00:00,False,Madalena
1549,63.0,masculino,Paulista,14:10:45,False,Pau Amarelo
1550,21.0,feminino,RECIFE,,False,Espinheiro
1551,40.0,masculino,Recife,19:25:15,False,Derby
1552,61.0,masculino,Olinda,20:20:00,,Bairro Novo
1553,42.0,feminino,Olinda,14:10:30,False,Casa Caiada
1554,29.0,masculino,Recife,11:10:30,False,Boa Viagem
1555,34.0,masculino,Igarassu,14:35:00,False,Centro
1556,32.0,masculino,Olinda,19:45:15,False,Rio Doce
1557,27.0,nao_informado,,10:35:30,False,Não informado
1558,52.0,masculino,Jaboatão dos Guararapes,18:25:30,False,Piedade
1559,46.0,feminino,Santa Cruz do Capibaribe,17:10:00,False,Centro
1560,29.0,masculino,Olinda,15:55:45,False,Rio Doce
1561,18.0,masculino,Recife,,,Madalena
1562,18.0,feminino,Paulista,21:50:45,True,Janga
1563,27.0,masculino,Paulista,17:30:15,True,Janga
1564,35.0,feminino,caruaru,15:30:45,False,Centro
1565,64.0,feminino,Recife,09:00:45,False,Graças
1566,19.0,masculino,Olinda,15:25:15,False,Rio Doce
1567,25.0,masculino,caruaru,18:00:00,False,Maurício de Nassau
1568,39.0,feminino,Caruaru,18:15:00,False,Maurício de Nassau
1569,39.0,masculino,recife,20:40:30,True,Casa Forte
1570,43.0,masculino,Jaboatão dos Guararapes,15:25:15,True,Candeias
1571,43.0,masculino,Olinda,09:05:45,False,Bairro Novo
1572,26.0,feminino,Recife,21:15:45,False,Derby
1573,38.0,feminino,Ipojuca,,False,Porto de Galinhas
1574,48.0,feminino,Olinda,14:30:00,False,Bairro Novo
1575,60.0,masculino,Jaboatão dos Guararapes,09:45:00,,Piedade
1576,23.0,feminino,Petrolina,,False,Areia Branca
1577,31.0,masculino,Recife,,False,Boa Viagem
1578,50.0,masculino,Caruaru,21:10:30,False,Centro
1579,24.0,feminino,Paulista,10:10:30,,Pau Amarelo
1580,41.0,feminino,CARUARU,17:50:30,True,Centro
1581,26.0,feminino,olinda,17:15:30,True,Casa Caiada
1582,28.0,masculino,Recife,15:50:45,False,Graças
1583,40.0,feminino,Jaboatão dos Guararapes,,False,Piedade
1584,65.0,feminino,Recife,09:20:15,True,Derby
1585,19.0,masculino,Recife,,True,Espinheiro
1586,32.0,masculino,Recife,08:00:45,True,Casa Forte
1587,52.0,masculino,Olinda,11:25:15,False,Rio Doce
1588,53.0,,,07:35:45,True,Não informado
1589,10.0,feminino,Paulista,13:35:15,False,Pau Amarelo
1590,56.0,masculino,Paulista,09:30:45,True,Pau Amarelo
1591,61.0,feminino,JABOATÃO DOS GUARARAPES,15:35:15,False,Prazeres
1592,21.0,feminino,cabo de santo agostinho,12:00:00,False,Centro
1593,27.0,feminino,Recife,14:30:45,False,Casa Forte
1594,10.0,masculino,Igarassu,11:45:00,False,Centro
1595,47.0,,Recife,10:20:15,False,Casa Forte
1596,63.0,masculino,olinda,16:10:15,True,Rio Doce
1597,52.0,feminino,Recife,13:05:30,True,Espinheiro
1598,60.0,feminino,Olinda,13:05:00,True,Bairro Novo
1599,27.0,masculino,recife,15:30:15,False,Espinheiro
1600,49.0,feminino,Recife,12:20:00,False,Graças
1601,59.0,feminino,Recife,15:45:00,True,Derby
1602,59.0,,,11:00:15,True,Não informado
1603,,feminino,Recife,20:05:00,False,Derby
1604,43.0,feminino,Recife,10:55:00,False,Espinheiro
1605,32.0,masculino,Recife,13:35:00,True,Graças
1606,,feminino,Recife,16:20:30,,Espinheiro
1607,44.0,feminino,Petrolina,14:35:45,False,Areia Branca
1608,35.0,masculino,jaboatão dos guararapes,09:00:30,True,Piedade
1609,36.0,feminino,Vitória de Santo Antão,11:15:30,False,Matriz
1610,29.0,feminino,Jaboatão dos Guararapes,12:50:45,False,Piedade
1611,41.0,feminino,Caruaru,21:15:30,False,Centro
1612,22.0,masculino,Olinda,18:25:00,True,Bairro Novo
1613,41.0,masculino,Olinda,13:25:15,False,Bairro Novo
1614,44.0,masculino,Olinda,19:35:15,False,Rio Doce
1615,65.0,masculino,RECIFE,20:25:30,True,Espinheiro
1616,47.0,feminino,Jaboatão dos Guararapes,17:10:15,False,Piedade
1617,32.0,masculino,Garanhuns,12:45:15,,Centro
1618,64.0,masculino,Cabo de Santo Agostinho,19:30:30,False,Garapu
1619,55.0,feminino,Olinda,13:30:30,True,Casa Caiada
1620,61.0,masculino,ABREU E LIMA,20:55:30,True,Centro
1621,51.0,masculino,Serra Talhada,12:35:00,True,Centro
1622,44.0,,Olinda,19:25:00,True,Rio Doce
1623,37.0,feminino,Caruaru,15:45:00,False,Centro
1624,58.0,feminino,Recife,19:30:30,False,Casa Forte
1625,49.0,feminino,,18:25:45,False,Não informado
1626,21.0,masculino,Recife,15:40:30,True,Derby
1627,22.0,feminino,Paulista,14:50:00,False,Janga
1628,25.0,masculino,,21:25:30,True,Não informado
1629,39.0,,Recife,13:40:30,False,Casa Forte
1630,59.0,masculino,Recife,20:25:15,True,Graças
